client_id,sex,birth,age,group,group2,cat0,cat1,cat2,total,CAcat0,CAcat1,CAcat2,CA
c_5022,f,1980,43,"(30, 50]","(30, 65]",94.0,36.0,0.0,130.0,970.46,773.66,0.0,1744.12
c_6327,f,1954,69,"(50, 70]","(65, 94]",41.0,51.0,0.0,92.0,456.83,1156.8,0.0,1613.6299999999999
c_2147,m,1976,47,"(30, 50]","(30, 65]",165.0,50.0,0.0,215.0,1744.44,1171.67,0.0,2916.11
c_5910,f,1967,56,"(50, 70]","(30, 65]",34.0,21.0,0.0,55.0,288.99,433.95,0.0,722.94
c_565,m,1979,44,"(30, 50]","(30, 65]",62.0,28.0,0.0,90.0,652.03,622.07,0.0,1274.1
c_3608,m,1986,37,"(30, 50]","(30, 65]",61.0,33.0,1.0,95.0,667.7,758.81,145.99,1572.5
c_4418,m,1967,56,"(50, 70]","(30, 65]",6.0,4.0,0.0,10.0,41.79,67.71,0.0,109.5
c_3869,m,1970,53,"(50, 70]","(30, 65]",14.0,19.0,0.0,33.0,100.78,407.28999999999996,0.0,508.06999999999994
c_8546,m,1987,36,"(30, 50]","(30, 65]",39.0,17.0,0.0,56.0,371.29,327.47,0.0,698.76
c_7897,m,1965,58,"(50, 70]","(30, 65]",34.0,45.0,2.0,81.0,357.12,818.7199999999999,207.98,1383.82
c_2133,m,1973,50,"(30, 50]","(30, 65]",25.0,6.0,0.0,31.0,302.77,160.95,0.0,463.71999999999997
c_4387,m,1991,32,"(30, 50]","(30, 65]",30.0,12.0,0.0,42.0,294.82,260.53,0.0,555.3499999999999
c_1549,m,1987,36,"(30, 50]","(30, 65]",73.0,12.0,0.0,85.0,699.88,235.44,0.0,935.3199999999999
c_2115,f,1975,48,"(30, 50]","(30, 65]",54.0,27.0,0.0,81.0,584.5699999999999,545.4,0.0,1129.9699999999998
c_721,f,1949,74,"(70, 94]","(65, 94]",58.0,57.0,1.0,116.0,596.3,1184.87,145.99,1927.1599999999999
c_7784,m,1953,70,"(50, 70]","(65, 94]",5.0,4.0,0.0,9.0,85.95,93.64,0.0,179.59
c_8352,m,1978,45,"(30, 50]","(30, 65]",46.0,13.0,0.0,59.0,458.09999999999997,245.23,0.0,703.3299999999999
c_5436,f,2004,19,"(18, 30]","(18, 30]",0.0,0.0,4.0,4.0,0.0,0.0,235.8,235.8
c_2557,m,1980,43,"(30, 50]","(30, 65]",47.0,17.0,0.0,64.0,496.88,376.25,0.0,873.13
c_4171,f,1998,25,"(18, 30]","(18, 30]",14.0,27.0,9.0,50.0,157.38,584.89,443.53000000000003,1185.8
c_5274,f,1978,45,"(30, 50]","(30, 65]",162.0,29.0,0.0,191.0,1607.73,653.92,0.0,2261.65
c_3591,f,1958,65,"(50, 70]","(30, 65]",0.0,7.0,0.0,7.0,0.0,145.35,0.0,145.35
c_4413,f,1978,45,"(30, 50]","(30, 65]",111.0,83.0,1.0,195.0,1166.63,1758.3899999999999,145.99,3071.01
c_4988,m,1984,39,"(30, 50]","(30, 65]",28.0,19.0,0.0,47.0,266.40999999999997,388.15,0.0,654.56
c_5667,f,1954,69,"(50, 70]","(65, 94]",12.0,12.0,0.0,24.0,119.99000000000001,247.23,0.0,367.22
c_2106,f,1971,52,"(50, 70]","(30, 65]",36.0,32.0,0.0,68.0,440.9,597.04,0.0,1037.94
c_301,f,2004,19,"(18, 30]","(18, 30]",4.0,5.0,4.0,13.0,83.96,121.94999999999999,258.96,464.86999999999995
c_872,m,2004,19,"(18, 30]","(18, 30]",0.0,10.0,14.0,24.0,0.0,186.84,769.3,956.14
c_652,m,2004,19,"(18, 30]","(18, 30]",3.0,11.0,13.0,27.0,39.43,281.5,1387.5900000000001,1708.5200000000002
c_8283,m,1997,26,"(18, 30]","(18, 30]",3.0,14.0,19.0,36.0,21.39,246.94,1967.33,2235.66
c_7192,f,2001,22,"(18, 30]","(18, 30]",14.0,12.0,9.0,35.0,199.57999999999998,272.88,616.65,1089.11
c_7350,f,1978,45,"(30, 50]","(30, 65]",86.0,17.0,0.0,103.0,980.49,293.4,0.0,1273.8899999999999
c_3045,m,1997,26,"(18, 30]","(18, 30]",3.0,9.0,20.0,32.0,35.97,164.23,1271.6399999999999,1471.84
c_4914,f,1953,70,"(50, 70]","(65, 94]",14.0,25.0,0.0,39.0,172.95999999999998,514.43,0.0,687.3899999999999
c_1739,f,1964,59,"(50, 70]","(30, 65]",47.0,63.0,0.0,110.0,507.34,1237.05,0.0,1744.3899999999999
c_5180,m,1987,36,"(30, 50]","(30, 65]",36.0,16.0,0.0,52.0,429.68,408.86,0.0,838.54
c_37,m,1965,58,"(50, 70]","(30, 65]",25.0,34.0,1.0,60.0,222.05,738.37,73.72,1034.14
c_1208,m,1934,89,"(70, 94]","(65, 94]",32.0,63.0,0.0,95.0,318.58,1390.53,0.0,1709.11
c_6443,f,1977,46,"(30, 50]","(30, 65]",187.0,64.0,0.0,251.0,1674.27,1515.4099999999999,0.0,3189.68
c_7501,m,1969,54,"(50, 70]","(30, 65]",2.0,9.0,0.0,11.0,41.98,173.91,0.0,215.89
c_2443,f,2001,22,"(18, 30]","(18, 30]",4.0,17.0,19.0,40.0,59.93,338.67,1901.59,2300.19
c_4460,f,2004,19,"(18, 30]","(18, 30]",0.0,5.0,9.0,14.0,0.0,107.52,651.51,759.03
c_4227,m,1969,54,"(50, 70]","(30, 65]",81.0,86.0,4.0,171.0,757.21,1900.11,648.12,3305.4399999999996
c_5388,f,1950,73,"(70, 94]","(65, 94]",10.0,14.0,0.0,24.0,153.8,272.95,0.0,426.75
c_47,m,2000,23,"(18, 30]","(18, 30]",4.0,0.0,2.0,6.0,37.71,0.0,99.22,136.93
c_4659,f,1980,43,"(30, 50]","(30, 65]",122.0,28.0,0.0,150.0,1303.86,495.21999999999997,0.0,1799.08
c_1979,f,2001,22,"(18, 30]","(18, 30]",2.0,6.0,8.0,16.0,24.06,77.94,694.37,796.37
c_4146,f,1984,39,"(30, 50]","(30, 65]",41.0,18.0,0.0,59.0,383.73,347.12,0.0,730.85
c_2612,m,1995,28,"(18, 30]","(18, 30]",0.0,1.0,6.0,7.0,0.0,14.99,558.86,573.85
c_3082,m,1970,53,"(50, 70]","(30, 65]",44.0,79.0,0.0,123.0,513.16,1753.9299999999998,0.0,2267.0899999999997
c_2201,f,1992,31,"(30, 50]","(30, 65]",15.0,21.0,15.0,51.0,140.98,414.15999999999997,1115.52,1670.6599999999999
c_686,m,2000,23,"(18, 30]","(18, 30]",0.0,0.0,9.0,9.0,0.0,0.0,674.73,674.73
c_7634,m,1980,43,"(30, 50]","(30, 65]",79.0,36.0,0.0,115.0,787.93,659.75,0.0,1447.6799999999998
c_6365,f,1992,31,"(30, 50]","(30, 65]",6.0,8.0,29.0,43.0,47.94,141.14,1686.45,1875.53
c_7471,f,1969,54,"(50, 70]","(30, 65]",15.0,32.0,1.0,48.0,140.08,633.98,50.99,825.0500000000001
c_2497,f,2002,21,"(18, 30]","(18, 30]",2.0,2.0,3.0,7.0,17.15,29.35,164.23000000000002,210.73000000000002
c_5184,m,1956,67,"(50, 70]","(65, 94]",35.0,9.0,2.0,46.0,346.96,213.17,139.98,700.11
c_7707,f,1992,31,"(30, 50]","(30, 65]",0.0,9.0,25.0,34.0,0.0,219.95,1841.47,2061.42
c_4063,f,1959,64,"(50, 70]","(30, 65]",6.0,0.0,0.0,6.0,77.17999999999999,0.0,0.0,77.17999999999999
c_1559,m,1993,30,"(18, 30]","(18, 30]",11.0,25.0,16.0,52.0,126.94999999999999,533.02,900.95,1560.92
c_5190,m,1967,56,"(50, 70]","(30, 65]",48.0,34.0,0.0,82.0,440.53,693.29,0.0,1133.82
c_5610,m,1985,38,"(30, 50]","(30, 65]",137.0,51.0,4.0,192.0,1399.11,1018.13,490.94,2908.18
c_6833,f,1947,76,"(70, 94]","(65, 94]",49.0,55.0,0.0,104.0,477.78999999999996,1069.19,0.0,1546.98
c_8509,f,1990,33,"(30, 50]","(30, 65]",15.0,9.0,0.0,24.0,195.86,180.13,0.0,375.99
c_1744,m,1987,36,"(30, 50]","(30, 65]",225.0,99.0,0.0,324.0,2229.54,1945.4299999999998,0.0,4174.969999999999
c_1031,f,1963,60,"(50, 70]","(30, 65]",55.0,88.0,2.0,145.0,660.65,1954.25,313.98,2928.88
c_8398,f,1977,46,"(30, 50]","(30, 65]",70.0,3.0,0.0,73.0,808.76,58.97,0.0,867.73
c_7355,m,1958,65,"(50, 70]","(30, 65]",15.0,15.0,2.0,32.0,158.87,240.32999999999998,189.98000000000002,589.1800000000001
c_7058,m,1998,25,"(18, 30]","(18, 30]",15.0,11.0,24.0,50.0,165.57,319.06,1581.22,2065.85
c_6040,f,1974,49,"(30, 50]","(30, 65]",2.0,0.0,0.0,2.0,15.72,0.0,0.0,15.72
c_4501,m,1983,40,"(30, 50]","(30, 65]",159.0,49.0,0.0,208.0,1646.13,954.43,0.0,2600.56
c_6307,m,1986,37,"(30, 50]","(30, 65]",126.0,42.0,0.0,168.0,1345.77,913.63,0.0,2259.4
c_1171,m,1935,88,"(70, 94]","(65, 94]",15.0,3.0,0.0,18.0,174.27,59.010000000000005,0.0,233.28000000000003
c_6315,f,1992,31,"(30, 50]","(30, 65]",0.0,11.0,12.0,23.0,0.0,220.32,1087.27,1307.59
c_865,m,1981,42,"(30, 50]","(30, 65]",52.0,23.0,6.0,81.0,538.96,423.35,516.58,1478.89
c_507,f,1993,30,"(18, 30]","(18, 30]",29.0,10.0,9.0,48.0,426.1,229.29999999999998,443.27000000000004,1098.67
c_7237,f,2000,23,"(18, 30]","(18, 30]",11.0,13.0,18.0,42.0,147.2,250.41,1109.26,1506.87
c_7472,f,2004,19,"(18, 30]","(18, 30]",3.0,9.0,14.0,26.0,13.080000000000002,160.16,1188.49,1361.73
c_5842,f,1987,36,"(30, 50]","(30, 65]",115.0,42.0,0.0,157.0,1194.73,806.9,0.0,2001.63
c_2308,m,1984,39,"(30, 50]","(30, 65]",201.0,80.0,0.0,281.0,2205.11,1523.93,0.0,3729.04
c_3087,f,1982,41,"(30, 50]","(30, 65]",175.0,54.0,0.0,229.0,1906.54,1255.7,0.0,3162.24
c_6537,f,1970,53,"(50, 70]","(30, 65]",18.0,21.0,6.0,45.0,166.72,428.1,364.17,958.99
c_305,f,1996,27,"(18, 30]","(18, 30]",0.0,2.0,1.0,3.0,0.0,45.98,50.99,96.97
c_1377,m,1986,37,"(30, 50]","(30, 65]",196.0,58.0,0.0,254.0,2073.29,1132.3,0.0,3205.59
c_7139,f,1955,68,"(50, 70]","(65, 94]",10.0,7.0,0.0,17.0,97.68,121.63,0.0,219.31
c_5171,m,1974,49,"(30, 50]","(30, 65]",150.0,37.0,0.0,187.0,1718.07,706.81,0.0,2424.88
c_1130,f,1979,44,"(30, 50]","(30, 65]",91.0,11.0,5.0,107.0,944.66,180.08999999999997,561.95,1686.7
c_2821,m,1947,76,"(70, 94]","(65, 94]",25.0,29.0,3.0,57.0,278.71,594.34,143.73,1016.78
c_8067,m,1974,49,"(30, 50]","(30, 65]",17.0,11.0,0.0,28.0,180.98,238.02999999999997,0.0,419.01
c_4785,f,1970,53,"(50, 70]","(30, 65]",48.0,73.0,3.0,124.0,454.91,1524.6,122.97,2102.48
c_2997,m,1978,45,"(30, 50]","(30, 65]",127.0,50.0,0.0,177.0,1430.0,1091.8999999999999,0.0,2521.8999999999996
c_3225,f,1994,29,"(18, 30]","(18, 30]",0.0,9.0,21.0,30.0,0.0,141.85,1310.01,1451.86
c_5681,f,1965,58,"(50, 70]","(30, 65]",36.0,61.0,0.0,97.0,413.12,1420.34,0.0,1833.46
c_7669,f,1992,31,"(30, 50]","(30, 65]",2.0,1.0,2.0,5.0,20.98,12.99,146.47,180.44
c_5100,f,1971,52,"(50, 70]","(30, 65]",13.0,23.0,2.0,38.0,126.78,589.93,407.98,1124.69
c_6350,f,1954,69,"(50, 70]","(65, 94]",10.0,9.0,0.0,19.0,76.44,175.69,0.0,252.13
c_1260,m,1955,68,"(50, 70]","(65, 94]",26.0,26.0,0.0,52.0,306.31,626.41,0.0,932.72
c_3232,m,1971,52,"(50, 70]","(30, 65]",20.0,50.0,1.0,71.0,167.96,951.93,157.42,1277.31
c_7527,m,1965,58,"(50, 70]","(30, 65]",1.0,23.0,0.0,24.0,10.99,403.34000000000003,0.0,414.33000000000004
c_2922,m,1988,35,"(30, 50]","(30, 65]",69.0,13.0,1.0,83.0,770.86,244.01,41.31,1056.18
c_6,f,2004,19,"(18, 30]","(18, 30]",0.0,28.0,52.0,80.0,0.0,711.17,3562.11,4273.28
c_2456,m,1951,72,"(70, 94]","(65, 94]",28.0,25.0,1.0,54.0,222.67,586.88,60.99,870.54
c_3064,m,1956,67,"(50, 70]","(65, 94]",38.0,37.0,0.0,75.0,311.73,806.24,0.0,1117.97
c_1974,m,1962,61,"(50, 70]","(30, 65]",11.0,9.0,0.0,20.0,123.13,205.74,0.0,328.87
c_5463,f,1999,24,"(18, 30]","(18, 30]",16.0,24.0,23.0,63.0,161.12,505.76,1484.22,2151.1
c_3771,f,1984,39,"(30, 50]","(30, 65]",44.0,20.0,0.0,64.0,546.91,556.49,0.0,1103.4
c_2658,m,2004,19,"(18, 30]","(18, 30]",6.0,8.0,5.0,19.0,75.41,122.6,345.53,543.54
c_3161,f,1990,33,"(30, 50]","(30, 65]",17.0,11.0,0.0,28.0,207.18,241.89,0.0,449.07
c_8099,f,1995,28,"(18, 30]","(18, 30]",9.0,12.0,13.0,34.0,85.00999999999999,234.45,1072.37,1391.83
c_1122,m,1960,63,"(50, 70]","(30, 65]",53.0,64.0,0.0,117.0,568.69,1242.1599999999999,0.0,1810.85
c_2374,m,1955,68,"(50, 70]","(65, 94]",9.0,20.0,0.0,29.0,61.86,423.74,0.0,485.6
c_1275,f,1964,59,"(50, 70]","(30, 65]",18.0,35.0,0.0,53.0,234.07999999999998,719.43,0.0,953.51
c_3521,f,1979,44,"(30, 50]","(30, 65]",58.0,13.0,0.0,71.0,650.16,236.63,0.0,886.79
c_762,m,2004,19,"(18, 30]","(18, 30]",0.0,6.0,1.0,7.0,0.0,97.91999999999999,46.99,144.91
c_6304,f,1982,41,"(30, 50]","(30, 65]",124.0,44.0,0.0,168.0,1458.6,1012.8,0.0,2471.3999999999996
c_1972,m,2003,20,"(18, 30]","(18, 30]",3.0,15.0,36.0,54.0,29.67,324.11,2710.14,3063.92
c_5177,f,1959,64,"(50, 70]","(30, 65]",15.0,15.0,0.0,30.0,170.60999999999999,238.49,0.0,409.1
c_1666,m,1951,72,"(70, 94]","(65, 94]",28.0,69.0,0.0,97.0,229.14,1414.29,0.0,1643.4299999999998
c_7542,m,1959,64,"(50, 70]","(30, 65]",13.0,9.0,3.0,25.0,187.81,217.41,173.73,578.95
c_3740,f,1997,26,"(18, 30]","(18, 30]",0.0,19.0,23.0,42.0,0.0,338.78,1444.15,1782.93
c_1277,m,1995,28,"(18, 30]","(18, 30]",2.0,5.0,1.0,8.0,13.08,102.69,69.99,185.76
c_1360,f,1934,89,"(70, 94]","(65, 94]",44.0,47.0,4.0,95.0,428.97,1005.91,209.04,1643.92
c_4853,m,1953,70,"(50, 70]","(65, 94]",29.0,59.0,0.0,88.0,303.39,1219.22,0.0,1522.6100000000001
c_6264,m,1998,25,"(18, 30]","(18, 30]",0.0,6.0,17.0,23.0,0.0,91.94,1340.28,1432.22
c_4570,f,1995,28,"(18, 30]","(18, 30]",0.0,3.0,11.0,14.0,0.0,51.18,1033.73,1084.91
c_1819,f,1968,55,"(50, 70]","(30, 65]",7.0,24.0,0.0,31.0,36.54,555.1999999999999,0.0,591.7399999999999
c_2704,m,1969,54,"(50, 70]","(30, 65]",60.0,68.0,0.0,128.0,577.59,1328.46,0.0,1906.0500000000002
c_5738,m,1976,47,"(30, 50]","(30, 65]",81.0,30.0,0.0,111.0,881.81,739.61,0.0,1621.42
c_4452,f,1977,46,"(30, 50]","(30, 65]",57.0,10.0,0.0,67.0,655.26,153.44,0.0,808.7
c_6104,f,1940,83,"(70, 94]","(65, 94]",17.0,11.0,0.0,28.0,152.51,208.7,0.0,361.21
c_2941,m,1980,43,"(30, 50]","(30, 65]",26.0,9.0,1.0,36.0,301.96,164.03,166.21,632.2
c_3471,m,1994,29,"(18, 30]","(18, 30]",8.0,5.0,0.0,13.0,49.92,102.93,0.0,152.85000000000002
c_6016,f,1950,73,"(70, 94]","(65, 94]",72.0,88.0,0.0,160.0,750.23,1764.69,0.0,2514.92
c_6805,f,1968,55,"(50, 70]","(30, 65]",9.0,12.0,3.0,24.0,90.75,247.62,326.96999999999997,665.3399999999999
c_2203,m,1997,26,"(18, 30]","(18, 30]",0.0,16.0,24.0,40.0,0.0,286.81,1715.3700000000001,2002.18
c_6975,f,1994,29,"(18, 30]","(18, 30]",11.0,13.0,6.0,30.0,103.44,348.88,394.28,846.5999999999999
c_5183,m,1993,30,"(18, 30]","(18, 30]",16.0,11.0,0.0,27.0,198.84,183.59,0.0,382.43
c_941,m,1960,63,"(50, 70]","(30, 65]",10.0,15.0,2.0,27.0,86.54,229.04,99.98,415.56
c_4385,m,1969,54,"(50, 70]","(30, 65]",1.0,11.0,0.0,12.0,9.31,251.2,0.0,260.51
c_2896,m,2000,23,"(18, 30]","(18, 30]",0.0,3.0,3.0,6.0,0.0,56.97,202.70999999999998,259.67999999999995
c_3101,m,1949,74,"(70, 94]","(65, 94]",37.0,65.0,0.0,102.0,397.42,1221.27,0.0,1618.69
c_7947,m,1996,27,"(18, 30]","(18, 30]",0.0,12.0,26.0,38.0,0.0,242.92999999999998,2400.96,2643.89
c_4236,f,1955,68,"(50, 70]","(65, 94]",13.0,13.0,0.0,26.0,132.89,239.29,0.0,372.17999999999995
c_4474,f,1990,33,"(30, 50]","(30, 65]",227.0,66.0,0.0,293.0,2471.53,1293.85,0.0,3765.38
c_6575,m,2004,19,"(18, 30]","(18, 30]",0.0,4.0,11.0,15.0,0.0,111.78,654.73,766.51
c_2479,f,1988,35,"(30, 50]","(30, 65]",8.0,3.0,0.0,11.0,73.47,118.08,0.0,191.55
c_5055,m,1970,53,"(50, 70]","(30, 65]",2.0,12.0,0.0,14.0,24.98,236.13,0.0,261.11
c_2376,m,1977,46,"(30, 50]","(30, 65]",119.0,29.0,0.0,148.0,1272.51,563.25,0.0,1835.76
c_5351,f,1963,60,"(50, 70]","(30, 65]",18.0,35.0,4.0,57.0,185.10999999999999,662.77,314.11,1161.99
c_5957,m,1979,44,"(30, 50]","(30, 65]",81.0,20.0,0.0,101.0,733.87,351.14,0.0,1085.01
c_7553,m,1992,31,"(30, 50]","(30, 65]",12.0,6.0,16.0,34.0,150.78,104.3,1299.62,1554.6999999999998
c_2835,m,1940,83,"(70, 94]","(65, 94]",16.0,45.0,0.0,61.0,158.27,908.25,0.0,1066.52
c_5534,m,1988,35,"(30, 50]","(30, 65]",88.0,40.0,0.0,128.0,828.5,743.36,0.0,1571.8600000000001
c_2805,m,1999,24,"(18, 30]","(18, 30]",10.0,16.0,14.0,40.0,143.22,277.49,1499.38,1920.0900000000001
c_1084,f,1987,36,"(30, 50]","(30, 65]",92.0,11.0,0.0,103.0,933.19,270.78999999999996,0.0,1203.98
c_2146,f,1970,53,"(50, 70]","(30, 65]",43.0,81.0,0.0,124.0,503.21,1609.93,0.0,2113.14
c_17,m,1976,47,"(30, 50]","(30, 65]",28.0,7.0,0.0,35.0,298.06,96.07,0.0,394.13
c_416,f,1988,35,"(30, 50]","(30, 65]",27.0,6.0,0.0,33.0,256.26,143.18,0.0,399.44
c_1825,m,1985,38,"(30, 50]","(30, 65]",53.0,11.0,0.0,64.0,578.66,199.54,0.0,778.1999999999999
c_6153,f,1973,50,"(30, 50]","(30, 65]",49.0,26.0,0.0,75.0,633.61,479.03999999999996,0.0,1112.65
c_6834,f,1955,68,"(50, 70]","(65, 94]",35.0,88.0,0.0,123.0,398.75,1742.95,0.0,2141.7
c_7988,f,1988,35,"(30, 50]","(30, 65]",103.0,26.0,0.0,129.0,1215.3799999999999,524.48,0.0,1739.86
c_3933,f,1957,66,"(50, 70]","(65, 94]",13.0,16.0,0.0,29.0,103.41,374.71999999999997,0.0,478.13
c_2700,m,2003,20,"(18, 30]","(18, 30]",4.0,3.0,1.0,8.0,44.28,66.97,56.99,168.24
c_4794,m,1986,37,"(30, 50]","(30, 65]",11.0,0.0,0.0,11.0,72.05,0.0,0.0,72.05
c_4994,f,2003,20,"(18, 30]","(18, 30]",5.0,14.0,17.0,36.0,40.45,240.76,1212.6299999999999,1493.84
c_6183,m,1987,36,"(30, 50]","(30, 65]",10.0,8.0,0.0,18.0,63.44,152.53,0.0,215.97
c_8499,f,1969,54,"(50, 70]","(30, 65]",31.0,44.0,0.0,75.0,290.36,989.4499999999999,0.0,1279.81
c_876,f,1998,25,"(18, 30]","(18, 30]",2.0,5.0,12.0,19.0,13.79,156.99,1682.1200000000001,1852.9
c_2709,m,1960,63,"(50, 70]","(30, 65]",11.0,23.0,2.0,36.0,113.2,498.21,124.5,735.91
c_5048,m,1955,68,"(50, 70]","(65, 94]",15.0,5.0,0.0,20.0,150.43,115.13999999999999,0.0,265.57
c_6703,f,1983,40,"(30, 50]","(30, 65]",20.0,7.0,0.0,27.0,242.54,177.03,0.0,419.57
c_6442,m,2002,21,"(18, 30]","(18, 30]",16.0,7.0,8.0,31.0,174.26999999999998,149.03,443.92,767.22
c_1306,f,1949,74,"(70, 94]","(65, 94]",38.0,73.0,2.0,113.0,378.73,1377.99,67.98,1824.7
c_6698,f,1996,27,"(18, 30]","(18, 30]",18.0,31.0,31.0,80.0,214.35999999999999,594.36,2444.87,3253.59
c_8431,f,1985,38,"(30, 50]","(30, 65]",82.0,14.0,1.0,97.0,797.08,274.63,145.99,1217.7
c_364,m,1970,53,"(50, 70]","(30, 65]",14.0,16.0,0.0,30.0,184.14,296.90999999999997,0.0,481.04999999999995
c_2674,f,1954,69,"(50, 70]","(65, 94]",16.0,11.0,0.0,27.0,129.81,233.09,0.0,362.9
c_2392,m,1996,27,"(18, 30]","(18, 30]",28.0,17.0,9.0,54.0,292.4,399.61,501.88,1193.8899999999999
c_7536,f,1985,38,"(30, 50]","(30, 65]",143.0,39.0,0.0,182.0,1443.82,727.99,0.0,2171.81
c_4722,f,1945,78,"(70, 94]","(65, 94]",22.0,24.0,0.0,46.0,287.27,511.19,0.0,798.46
c_970,f,1980,43,"(30, 50]","(30, 65]",53.0,16.0,0.0,69.0,531.57,362.2,0.0,893.77
c_3061,f,1948,75,"(70, 94]","(65, 94]",31.0,62.0,0.0,93.0,370.57,1374.3999999999999,0.0,1744.9699999999998
c_7990,m,1956,67,"(50, 70]","(65, 94]",20.0,20.0,0.0,40.0,286.29999999999995,340.07,0.0,626.3699999999999
c_3878,m,1988,35,"(30, 50]","(30, 65]",159.0,47.0,0.0,206.0,1702.48,1093.33,0.0,2795.81
c_7195,f,1966,57,"(50, 70]","(30, 65]",3.0,6.0,1.0,10.0,41.69,119.69,50.99,212.37
c_8149,f,1964,59,"(50, 70]","(30, 65]",13.0,33.0,3.0,49.0,108.06,722.88,190.07999999999998,1021.02
c_259,f,1935,88,"(70, 94]","(65, 94]",4.0,7.0,0.0,11.0,60.14,167.42000000000002,0.0,227.56
c_7719,f,2001,22,"(18, 30]","(18, 30]",19.0,20.0,2.0,41.0,188.06,483.26,215.98000000000002,887.3
c_6187,m,1941,82,"(70, 94]","(65, 94]",56.0,76.0,4.0,136.0,581.86,1538.82,255.96,2376.64
c_2644,f,1975,48,"(30, 50]","(30, 65]",157.0,45.0,0.0,202.0,1700.31,971.77,0.0,2672.08
c_7082,m,1956,67,"(50, 70]","(65, 94]",17.0,75.0,5.0,97.0,133.31,1358.0,238.91000000000003,1730.22
c_3571,f,1959,64,"(50, 70]","(30, 65]",27.0,12.0,0.0,39.0,318.01,244.98,0.0,562.99
c_6680,m,1979,44,"(30, 50]","(30, 65]",122.0,44.0,1.0,167.0,1262.05,888.6999999999999,145.99,2296.74
c_1271,m,1997,26,"(18, 30]","(18, 30]",12.0,6.0,8.0,26.0,115.04,119.89,512.92,747.8499999999999
c_990,m,1984,39,"(30, 50]","(30, 65]",229.0,58.0,0.0,287.0,2335.03,1208.02,0.0,3543.05
c_2042,f,1997,26,"(18, 30]","(18, 30]",13.0,12.0,6.0,31.0,82.69,222.72,377.94,683.3499999999999
c_5907,f,1991,32,"(30, 50]","(30, 65]",171.0,42.0,0.0,213.0,1920.99,851.51,0.0,2772.5
c_1807,m,1993,30,"(18, 30]","(18, 30]",9.0,3.0,0.0,12.0,122.91,30.869999999999997,0.0,153.78
c_4444,f,1959,64,"(50, 70]","(30, 65]",3.0,10.0,0.0,13.0,44.97,212.38,0.0,257.35
c_3428,m,1975,48,"(30, 50]","(30, 65]",53.0,16.0,0.0,69.0,486.5,324.57,0.0,811.0699999999999
c_6162,m,1960,63,"(50, 70]","(30, 65]",3.0,1.0,0.0,4.0,51.97,16.7,0.0,68.67
c_6539,m,1988,35,"(30, 50]","(30, 65]",104.0,20.0,0.0,124.0,1133.59,423.99,0.0,1557.58
c_8015,m,1957,66,"(50, 70]","(65, 94]",5.0,10.0,0.0,15.0,74.44999999999999,189.34,0.0,263.78999999999996
c_4101,f,1977,46,"(30, 50]","(30, 65]",204.0,75.0,0.0,279.0,2222.41,1415.72,0.0,3638.13
c_6265,f,1980,43,"(30, 50]","(30, 65]",36.0,9.0,0.0,45.0,360.35,192.54999999999998,0.0,552.9
c_2862,m,1998,25,"(18, 30]","(18, 30]",0.0,4.0,9.0,13.0,0.0,57.96,539.34,597.3000000000001
c_395,f,1999,24,"(18, 30]","(18, 30]",6.0,36.0,18.0,60.0,60.45,694.81,1418.92,2174.1800000000003
c_2016,f,1956,67,"(50, 70]","(65, 94]",4.0,5.0,0.0,9.0,29.380000000000003,90.07,0.0,119.44999999999999
c_2540,f,2004,19,"(18, 30]","(18, 30]",8.0,22.0,24.0,54.0,100.39999999999999,494.92,1553.5,2148.82
c_4696,f,1982,41,"(30, 50]","(30, 65]",30.0,9.0,0.0,39.0,410.61,204.88,0.0,615.49
c_8093,m,1932,91,"(70, 94]","(65, 94]",9.0,15.0,0.0,24.0,93.88,377.58,0.0,471.46
c_1308,f,1953,70,"(50, 70]","(65, 94]",33.0,22.0,1.0,56.0,345.51,370.28,41.31,757.0999999999999
c_330,m,1953,70,"(50, 70]","(65, 94]",50.0,85.0,3.0,138.0,499.0,1551.2,152.97,2203.1699999999996
c_8079,f,1962,61,"(50, 70]","(30, 65]",13.0,29.0,0.0,42.0,106.93,580.18,0.0,687.1099999999999
c_7936,f,1999,24,"(18, 30]","(18, 30]",0.0,13.0,26.0,39.0,0.0,323.11,2076.37,2399.48
c_579,m,1979,44,"(30, 50]","(30, 65]",175.0,64.0,0.0,239.0,1881.67,1360.34,0.0,3242.01
c_5201,f,1984,39,"(30, 50]","(30, 65]",246.0,45.0,0.0,291.0,2588.8,940.92,0.0,3529.7200000000003
c_6157,m,1972,51,"(50, 70]","(30, 65]",64.0,19.0,0.0,83.0,681.6,339.5,0.0,1021.1
c_6605,f,2000,23,"(18, 30]","(18, 30]",11.0,14.0,34.0,59.0,100.69,224.96,2407.31,2732.96
c_7464,f,2001,22,"(18, 30]","(18, 30]",32.0,11.0,10.0,53.0,307.13,201.74,635.5,1144.37
c_7010,f,1953,70,"(50, 70]","(65, 94]",47.0,27.0,0.0,74.0,494.96999999999997,501.55,0.0,996.52
c_6976,m,2004,19,"(18, 30]","(18, 30]",0.0,15.0,10.0,25.0,0.0,308.27,987.88,1296.15
c_3143,f,1968,55,"(50, 70]","(30, 65]",25.0,36.0,0.0,61.0,275.68,651.78,0.0,927.46
